775147, 1.39647e+06, 1181.72, 0.721625
775148, 2.94676e+06, 1716.61, 0.613235
775149, 4.49706e+06, 2120.63, 0.626794
775150, 6.04736e+06, 2459.14, 0.13745
775151, 7.59766e+06, 2756.38, 0.384951
775152, 9.14796e+06, 3024.56, 0.559637
775153, 1.06983e+07, 3270.82, 0.820386
775154, 1.22486e+07, 3499.8, 0.796137
775155, 1.37989e+07, 3714.68, 0.684643
775156, 1.53492e+07, 3917.8, 0.804615
775157, 1.68995e+07, 4110.9, 0.900875
775158, 1.84498e+07, 4295.33, 0.325482
775159, 2.00001e+07, 4472.15, 0.151384
775160, 2.15505e+07, 4642.25, 0.246977
775161, 2.31008e+07, 4806.33, 0.326872
775162, 2.46511e+07, 4964.99, 0.987513
775163, 2.62014e+07, 5118.73, 0.732851
775164, 2.77518e+07, 5267.99, 0.993261
775165, 2.93021e+07, 5413.14, 0.139754
775166, 3.08524e+07, 5554.49, 0.494847
775167, 3.24027e+07, 5692.34, 0.340995
775168, 3.39531e+07, 5826.93, 0.927235
775169, 3.55034e+07, 5958.47, 0.474469
775170, 3.70538e+07, 6087.18, 0.179725
775171, 3.86041e+07, 6213.22, 0.219616
775172, 4.01544e+07, 6336.75, 0.753191
775173, 4.17048e+07, 6457.92, 0.92428
775174, 4.32551e+07, 6576.86, 0.863462
775175, 4.48055e+07, 6693.69, 0.689715
775176, 4.63558e+07, 6808.51, 0.511805
775177, 4.79062e+07, 6921.43, 0.429477
775178, 4.94565e+07, 7032.53, 0.534465
775179, 5.10069e+07, 7141.91, 0.911369
775180, 5.25573e+07, 7249.64, 0.638405
775181, 5.41076e+07, 7355.79, 0.788061
775182, 5.5658e+07, 7460.43, 0.427669
775183, 5.72083e+07, 7563.62, 0.619901
775184, 5.87587e+07, 7665.42, 0.423211
775185, 6.03091e+07, 7765.89, 0.892222
775186, 6.18595e+07, 7865.08, 0.078067
775187, 6.34098e+07, 7963.03, 0.0286952
775188, 6.49602e+07, 8059.79, 0.789141
775189, 6.65106e+07, 8155.4, 0.401768
775190, 6.8061e+07, 8249.91, 0.906484
775191, 6.96113e+07, 8343.34, 0.340938
775192, 7.11617e+07, 8435.74, 0.740691
775193, 7.27121e+07, 8527.14, 0.13938
775194, 7.42625e+07, 8617.57, 0.568857
775195, 7.58129e+07, 8707.06, 0.0593199
775196, 7.73633e+07, 8795.64, 0.639431
775197, 7.89137e+07, 8883.34, 0.336423
775198, 8.04641e+07, 8970.18, 0.176197
775199, 8.20145e+07, 9056.18, 0.183412
775200, 8.35649e+07, 9141.38, 0.38157
775201, 8.51153e+07, 9225.79, 0.793082
775202, 8.66657e+07, 9309.44, 0.439349
775203, 8.82161e+07, 9392.34, 0.340816
775204, 8.97665e+07, 9474.52, 0.517033
775205, 9.13169e+07, 9555.99, 0.98671
775206, 9.28673e+07, 9636.77, 0.767767
